weighted_prices,sales,date,A1,A2,A3,R1,R2,R3,M1,M2,M3,P1,P2,P3,D1
1.8857,14322682,10/12/2016,2.347,2.286,2.473,2.236,2.174,2.366,2.494,2.428,2.622,2.732,2.695,2.801,2.493
1.8847,14208265,10/12/2016,2.347,2.286,2.473,2.236,2.174,2.366,2.494,2.428,2.622,2.732,2.695,2.801,2.493
1.8857,14322682,10/12/2016,2.347,2.286,2.473,2.236,2.174,2.366,2.494,2.428,2.622,2.732,2.695,2.801,2.493
1.5935,13901417,12/12/2016,2.347,2.286,2.473,2.236,2.174,2.366,2.494,2.428,2.622,2.732,2.695,2.801,2.493
1.5932,13859894,12/12/2016,2.347,2.286,2.473,2.236,2.174,2.366,2.494,2.428,2.622,2.732,2.695,2.801,2.493
1.8329,13573837,17/12/2016,2.375,2.316,2.496,2.264,2.203,2.391,2.522,2.461,2.639,2.761,2.727,2.824,2.527
1.8334,13613470,17/12/2016,2.375,2.316,2.496,2.264,2.203,2.391,2.522,2.461,2.639,2.761,2.727,2.824,2.527
1.557,12941073,19/12/2016,2.375,2.316,2.496,2.264,2.203,2.391,2.522,2.461,2.639,2.761,2.727,2.824,2.527
1.5569,12898735,19/12/2016,2.375,2.316,2.496,2.264,2.203,2.391,2.522,2.461,2.639,2.761,2.727,2.824,2.527
1.557,12941073,19/12/2016,2.375,2.316,2.496,2.264,2.203,2.391,2.522,2.461,2.639,2.761,2.727,2.824,2.527
1.7883,15351124,24/12/2016,2.419,2.364,2.531,2.309,2.254,2.426,2.561,2.502,2.673,2.799,2.768,2.858,2.54
1.5077,10132043,26/12/2016,2.419,2.364,2.531,2.309,2.254,2.426,2.561,2.502,2.673,2.799,2.768,2.858,2.54
1.5076,10139837,26/12/2016,2.419,2.364,2.531,2.309,2.254,2.426,2.561,2.502,2.673,2.799,2.768,2.858,2.54
1.5076,10139837,26/12/2016,2.419,2.364,2.531,2.309,2.254,2.426,2.561,2.502,2.673,2.799,2.768,2.858,2.54
1.5076,10139836,26/12/2016,2.419,2.364,2.531,2.309,2.254,2.426,2.561,2.502,2.673,2.799,2.768,2.858,2.54
1.7429,14397358,07/01/2017,2.496,2.437,2.618,2.388,2.328,2.514,2.636,2.571,2.76,2.874,2.838,2.941,2.597
1.7429,14397358,07/01/2017,2.496,2.437,2.618,2.388,2.328,2.514,2.636,2.571,2.76,2.874,2.838,2.941,2.597
1.7431,14397358,07/01/2017,2.496,2.437,2.618,2.388,2.328,2.514,2.636,2.571,2.76,2.874,2.838,2.941,2.597
1.742,14226639,07/01/2017,2.496,2.437,2.618,2.388,2.328,2.514,2.636,2.571,2.76,2.874,2.838,2.941,2.597
1.743,14397358,07/01/2017,2.496,2.437,2.618,2.388,2.328,2.514,2.636,2.571,2.76,2.874,2.838,2.941,2.597
1.7044,15997170,14/01/2017,2.467,2.407,2.59,2.358,2.298,2.486,2.607,2.542,2.732,2.845,2.807,2.914,2.585
1.7045,15997170,14/01/2017,2.467,2.407,2.59,2.358,2.298,2.486,2.607,2.542,2.732,2.845,2.807,2.914,2.585
1.7044,15757754,14/01/2017,2.467,2.407,2.59,2.358,2.298,2.486,2.607,2.542,2.732,2.845,2.807,2.914,2.585
1.7044,15757754,14/01/2017,2.467,2.407,2.59,2.358,2.298,2.486,2.607,2.542,2.732,2.845,2.807,2.914,2.585
1.7045,15997170,14/01/2017,2.467,2.407,2.59,2.358,2.298,2.486,2.607,2.542,2.732,2.845,2.807,2.914,2.585
1.7092,13646584,21/01/2017,2.436,2.368,2.573,2.326,2.258,2.468,2.578,2.505,2.719,2.817,2.771,2.901,2.569
1.7093,13571697,21/01/2017,2.436,2.368,2.573,2.326,2.258,2.468,2.578,2.505,2.719,2.817,2.771,2.901,2.569
1.7092,13646584,21/01/2017,2.436,2.368,2.573,2.326,2.258,2.468,2.578,2.505,2.719,2.817,2.771,2.901,2.569
1.7098,13374784,21/01/2017,2.436,2.368,2.573,2.326,2.258,2.468,2.578,2.505,2.719,2.817,2.771,2.901,2.569
1.7092,13646584,21/01/2017,2.436,2.368,2.573,2.326,2.258,2.468,2.578,2.505,2.719,2.817,2.771,2.901,2.569
1.7198,13227632,28/01/2017,2.408,2.337,2.552,2.296,2.224,2.446,2.553,2.476,2.703,2.795,2.749,2.882,2.562
1.7199,13260397,28/01/2017,2.408,2.337,2.552,2.296,2.224,2.446,2.553,2.476,2.703,2.795,2.749,2.882,2.562
1.7198,13227632,28/01/2017,2.408,2.337,2.552,2.296,2.224,2.446,2.553,2.476,2.703,2.795,2.749,2.882,2.562
1.7201,13221772,28/01/2017,2.408,2.337,2.552,2.296,2.224,2.446,2.553,2.476,2.703,2.795,2.749,2.882,2.562
1.7198,13227632,28/01/2017,2.408,2.337,2.552,2.296,2.224,2.446,2.553,2.476,2.703,2.795,2.749,2.882,2.562
1.7201,13741385,04/02/2017,2.405,2.333,2.552,2.293,2.221,2.446,2.552,2.474,2.703,2.79,2.743,2.878,2.558
1.7201,13741385,04/02/2017,2.405,2.333,2.552,2.293,2.221,2.446,2.552,2.474,2.703,2.79,2.743,2.878,2.558
1.7193,13581960,04/02/2017,2.405,2.333,2.552,2.293,2.221,2.446,2.552,2.474,2.703,2.79,2.743,2.878,2.558
1.7201,13741385,04/02/2017,2.405,2.333,2.552,2.293,2.221,2.446,2.552,2.474,2.703,2.79,2.743,2.878,2.558
1.7201,13741385,04/02/2017,2.405,2.333,2.552,2.293,2.221,2.446,2.552,2.474,2.703,2.79,2.743,2.878,2.558
1.7304,12618594,11/02/2017,2.418,2.34,2.578,2.307,2.228,2.472,2.566,2.48,2.733,2.801,2.747,2.903,2.565
1.7304,12618594,11/02/2017,2.418,2.34,2.578,2.307,2.228,2.472,2.566,2.48,2.733,2.801,2.747,2.903,2.565
1.7304,12618594,11/02/2017,2.418,2.34,2.578,2.307,2.228,2.472,2.566,2.48,2.733,2.801,2.747,2.903,2.565
1.7304,12577194,11/02/2017,2.418,2.34,2.578,2.307,2.228,2.472,2.566,2.48,2.733,2.801,2.747,2.903,2.565
1.7299,12512509,11/02/2017,2.418,2.34,2.578,2.307,2.228,2.472,2.566,2.48,2.733,2.801,2.747,2.903,2.565
1.7135,13509147,18/02/2017,2.414,2.336,2.573,2.302,2.224,2.467,2.564,2.477,2.731,2.798,2.744,2.897,2.572
1.7134,13520767,18/02/2017,2.414,2.336,2.573,2.302,2.224,2.467,2.564,2.477,2.731,2.798,2.744,2.897,2.572
1.7134,13520767,18/02/2017,2.414,2.336,2.573,2.302,2.224,2.467,2.564,2.477,2.731,2.798,2.744,2.897,2.572
1.7134,13520767,18/02/2017,2.414,2.336,2.573,2.302,2.224,2.467,2.564,2.477,2.731,2.798,2.744,2.897,2.572
1.7134,13520767,18/02/2017,2.414,2.336,2.573,2.302,2.224,2.467,2.564,2.477,2.731,2.798,2.744,2.897,2.572
1.6727,11424979,25/02/2017,2.427,2.346,2.592,2.314,2.233,2.484,2.579,2.489,2.753,2.812,2.756,2.917,2.577
1.6729,11463523,25/02/2017,2.427,2.346,2.592,2.314,2.233,2.484,2.579,2.489,2.753,2.812,2.756,2.917,2.577
1.6729,11463523,25/02/2017,2.427,2.346,2.592,2.314,2.233,2.484,2.579,2.489,2.753,2.812,2.756,2.917,2.577
1.6727,11424979,25/02/2017,2.427,2.346,2.592,2.314,2.233,2.484,2.579,2.489,2.753,2.812,2.756,2.917,2.577
1.6729,11463523,25/02/2017,2.427,2.346,2.592,2.314,2.233,2.484,2.579,2.489,2.753,2.812,2.756,2.917,2.577
1.6367,13189534,04/03/2017,2.452,2.375,2.61,2.341,2.264,2.504,2.604,2.515,2.775,2.833,2.781,2.929,2.579
1.6372,13071484,04/03/2017,2.452,2.375,2.61,2.341,2.264,2.504,2.604,2.515,2.775,2.833,2.781,2.929,2.579
1.6372,13071484,04/03/2017,2.452,2.375,2.61,2.341,2.264,2.504,2.604,2.515,2.775,2.833,2.781,2.929,2.579
1.6369,13229368,04/03/2017,2.452,2.375,2.61,2.341,2.264,2.504,2.604,2.515,2.775,2.833,2.781,2.929,2.579
1.6372,13071484,04/03/2017,2.452,2.375,2.61,2.341,2.264,2.504,2.604,2.515,2.775,2.833,2.781,2.929,2.579
1.5949,13031307,11/03/2017,2.434,2.353,2.601,2.323,2.242,2.494,2.586,2.492,2.768,2.816,2.759,2.923,2.564
1.5949,13031307,11/03/2017,2.434,2.353,2.601,2.323,2.242,2.494,2.586,2.492,2.768,2.816,2.759,2.923,2.564
1.5949,13031307,11/03/2017,2.434,2.353,2.601,2.323,2.242,2.494,2.586,2.492,2.768,2.816,2.759,2.923,2.564
1.5949,13031307,11/03/2017,2.434,2.353,2.601,2.323,2.242,2.494,2.586,2.492,2.768,2.816,2.759,2.923,2.564
1.5944,12991427,11/03/2017,2.434,2.353,2.601,2.323,2.242,2.494,2.586,2.492,2.768,2.816,2.759,2.923,2.564
1.5441,12850775,18/03/2017,2.433,2.35,2.602,2.321,2.238,2.495,2.587,2.494,2.766,2.816,2.758,2.923,2.539
1.5441,12850775,18/03/2017,2.433,2.35,2.602,2.321,2.238,2.495,2.587,2.494,2.766,2.816,2.758,2.923,2.539
1.5441,12850775,18/03/2017,2.433,2.35,2.602,2.321,2.238,2.495,2.587,2.494,2.766,2.816,2.758,2.923,2.539
1.5441,12850775,18/03/2017,2.433,2.35,2.602,2.321,2.238,2.495,2.587,2.494,2.766,2.816,2.758,2.923,2.539
1.5441,12850774,18/03/2017,2.433,2.35,2.602,2.321,2.238,2.495,2.587,2.494,2.766,2.816,2.758,2.923,2.539
1.4838,13144907,25/03/2017,2.428,2.341,2.605,2.315,2.228,2.499,2.583,2.487,2.767,2.812,2.752,2.925,2.532
1.4838,13144907,25/03/2017,2.428,2.341,2.605,2.315,2.228,2.499,2.583,2.487,2.767,2.812,2.752,2.925,2.532
1.4849,12756472,25/03/2017,2.428,2.341,2.605,2.315,2.228,2.499,2.583,2.487,2.767,2.812,2.752,2.925,2.532
1.4838,13144907,25/03/2017,2.428,2.341,2.605,2.315,2.228,2.499,2.583,2.487,2.767,2.812,2.752,2.925,2.532
1.4838,13144907,25/03/2017,2.428,2.341,2.605,2.315,2.228,2.499,2.583,2.487,2.767,2.812,2.752,2.925,2.532
1.4511,13596032,01/04/2017,2.471,2.393,2.631,2.36,2.281,2.527,2.622,2.537,2.785,2.851,2.799,2.948,2.556
1.4509,13424094,01/04/2017,2.471,2.393,2.631,2.36,2.281,2.527,2.622,2.537,2.785,2.851,2.799,2.948,2.556
1.4509,13424094,01/04/2017,2.471,2.393,2.631,2.36,2.281,2.527,2.622,2.537,2.785,2.851,2.799,2.948,2.556
1.4511,13596032,01/04/2017,2.471,2.393,2.631,2.36,2.281,2.527,2.622,2.537,2.785,2.851,2.799,2.948,2.556
1.4499,13193855,01/04/2017,2.471,2.393,2.631,2.36,2.281,2.527,2.622,2.537,2.785,2.851,2.799,2.948,2.556
1.4655,12627278,08/04/2017,2.534,2.463,2.68,2.424,2.351,2.577,2.683,2.606,2.831,2.912,2.869,2.991,2.582
1.4654,12599233,08/04/2017,2.534,2.463,2.68,2.424,2.351,2.577,2.683,2.606,2.831,2.912,2.869,2.991,2.582
1.4662,12850570,08/04/2017,2.534,2.463,2.68,2.424,2.351,2.577,2.683,2.606,2.831,2.912,2.869,2.991,2.582
1.4662,12850570,08/04/2017,2.534,2.463,2.68,2.424,2.351,2.577,2.683,2.606,2.831,2.912,2.869,2.991,2.582
1.4662,12850570,08/04/2017,2.534,2.463,2.68,2.424,2.351,2.577,2.683,2.606,2.831,2.912,2.869,2.991,2.582
1.4981,14483464,15/04/2017,2.546,2.468,2.706,2.436,2.356,2.602,2.694,2.609,2.858,2.927,2.876,3.021,2.597
1.4981,14511509,15/04/2017,2.546,2.468,2.706,2.436,2.356,2.602,2.694,2.609,2.858,2.927,2.876,3.021,2.597
1.4981,14511509,15/04/2017,2.546,2.468,2.706,2.436,2.356,2.602,2.694,2.609,2.858,2.927,2.876,3.021,2.597
1.4985,14364443,15/04/2017,2.546,2.468,2.706,2.436,2.356,2.602,2.694,2.609,2.858,2.927,2.876,3.021,2.597
1.4981,14511509,15/04/2017,2.546,2.468,2.706,2.436,2.356,2.602,2.694,2.609,2.858,2.927,2.876,3.021,2.597
1.503,13842532,22/04/2017,2.559,2.484,2.711,2.449,2.372,2.609,2.706,2.627,2.859,2.938,2.893,3.023,2.595
1.503,13842532,22/04/2017,2.559,2.484,2.711,2.449,2.372,2.609,2.706,2.627,2.859,2.938,2.893,3.023,2.595
1.503,13842532,22/04/2017,2.559,2.484,2.711,2.449,2.372,2.609,2.706,2.627,2.859,2.938,2.893,3.023,2.595
1.5028,14005273,22/04/2017,2.559,2.484,2.711,2.449,2.372,2.609,2.706,2.627,2.859,2.938,2.893,3.023,2.595
1.5033,13653534,22/04/2017,2.559,2.484,2.711,2.449,2.372,2.609,2.706,2.627,2.859,2.938,2.893,3.023,2.595
1.5145,12639327,29/04/2017,2.522,2.444,2.683,2.411,2.331,2.578,2.673,2.588,2.837,2.907,2.855,3.002,2.583
1.5145,12639327,29/04/2017,2.522,2.444,2.683,2.411,2.331,2.578,2.673,2.588,2.837,2.907,2.855,3.002,2.583
1.5142,12452471,29/04/2017,2.522,2.444,2.683,2.411,2.331,2.578,2.673,2.588,2.837,2.907,2.855,3.002,2.583
1.5145,12639327,29/04/2017,2.522,2.444,2.683,2.411,2.331,2.578,2.673,2.588,2.837,2.907,2.855,3.002,2.583
1.5145,12639327,29/04/2017,2.522,2.444,2.683,2.411,2.331,2.578,2.673,2.588,2.837,2.907,2.855,3.002,2.583
1.5253,12788489,06/05/2017,2.484,2.401,2.654,2.372,2.288,2.549,2.635,2.545,2.809,2.87,2.814,2.974,2.565
1.5253,12683262,06/05/2017,2.484,2.401,2.654,2.372,2.288,2.549,2.635,2.545,2.809,2.87,2.814,2.974,2.565
1.5253,12749420,06/05/2017,2.484,2.401,2.654,2.372,2.288,2.549,2.635,2.545,2.809,2.87,2.814,2.974,2.565
1.5253,12749420,06/05/2017,2.484,2.401,2.654,2.372,2.288,2.549,2.635,2.545,2.809,2.87,2.814,2.974,2.565
1.5253,12749420,06/05/2017,2.484,2.401,2.654,2.372,2.288,2.549,2.635,2.545,2.809,2.87,2.814,2.974,2.565
1.5379,11682002,13/05/2017,2.481,2.396,2.656,2.369,2.283,2.55,2.634,2.54,2.816,2.867,2.807,2.979,2.544
1.5378,11649494,13/05/2017,2.481,2.396,2.656,2.369,2.283,2.55,2.634,2.54,2.816,2.867,2.807,2.979,2.544
1.537,11543600,13/05/2017,2.481,2.396,2.656,2.369,2.283,2.55,2.634,2.54,2.816,2.867,2.807,2.979,2.544
1.5378,11649494,13/05/2017,2.481,2.396,2.656,2.369,2.283,2.55,2.634,2.54,2.816,2.867,2.807,2.979,2.544
1.5378,11649494,13/05/2017,2.481,2.396,2.656,2.369,2.283,2.55,2.634,2.54,2.816,2.867,2.807,2.979,2.544
1.5752,12441244,20/05/2017,2.51,2.418,2.698,2.399,2.306,2.594,2.663,2.562,2.857,2.889,2.822,3.013,2.539
1.5743,12308331,20/05/2017,2.51,2.418,2.698,2.399,2.306,2.594,2.663,2.562,2.857,2.889,2.822,3.013,2.539
1.5752,12441244,20/05/2017,2.51,2.418,2.698,2.399,2.306,2.594,2.663,2.562,2.857,2.889,2.822,3.013,2.539
1.5752,12441244,20/05/2017,2.51,2.418,2.698,2.399,2.306,2.594,2.663,2.562,2.857,2.889,2.822,3.013,2.539
1.5752,12441244,20/05/2017,2.51,2.418,2.698,2.399,2.306,2.594,2.663,2.562,2.857,2.889,2.822,3.013,2.539
1.6127,12313911,27/05/2017,2.516,2.418,2.716,2.406,2.308,2.612,2.665,2.558,2.874,2.894,2.821,3.03,2.571
1.6122,12269611,27/05/2017,2.516,2.418,2.716,2.406,2.308,2.612,2.665,2.558,2.874,2.894,2.821,3.03,2.571
1.6127,12313911,27/05/2017,2.516,2.418,2.716,2.406,2.308,2.612,2.665,2.558,2.874,2.894,2.821,3.03,2.571
1.6127,12313912,27/05/2017,2.516,2.418,2.716,2.406,2.308,2.612,2.665,2.558,2.874,2.894,2.821,3.03,2.571
1.6127,12313912,27/05/2017,2.516,2.418,2.716,2.406,2.308,2.612,2.665,2.558,2.874,2.894,2.821,3.03,2.571
1.6758,11551984,03/06/2017,2.525,2.437,2.705,2.414,2.325,2.601,2.677,2.579,2.864,2.906,2.843,3.022,2.564
1.6758,11551984,03/06/2017,2.525,2.437,2.705,2.414,2.325,2.601,2.677,2.579,2.864,2.906,2.843,3.022,2.564
1.6758,11551984,03/06/2017,2.525,2.437,2.705,2.414,2.325,2.601,2.677,2.579,2.864,2.906,2.843,3.022,2.564
1.6752,11347984,03/06/2017,2.525,2.437,2.705,2.414,2.325,2.601,2.677,2.579,2.864,2.906,2.843,3.022,2.564
1.6752,11347984,03/06/2017,2.525,2.437,2.705,2.414,2.325,2.601,2.677,2.579,2.864,2.906,2.843,3.022,2.564
1.7152,11721705,10/06/2017,2.479,2.389,2.661,2.366,2.276,2.554,2.633,2.535,2.823,2.865,2.8,2.984,2.524
1.7152,11721705,10/06/2017,2.479,2.389,2.661,2.366,2.276,2.554,2.633,2.535,2.823,2.865,2.8,2.984,2.524
1.7156,11741062,10/06/2017,2.479,2.389,2.661,2.366,2.276,2.554,2.633,2.535,2.823,2.865,2.8,2.984,2.524
1.7152,11717788,10/06/2017,2.479,2.389,2.661,2.366,2.276,2.554,2.633,2.535,2.823,2.865,2.8,2.984,2.524
1.7152,11721705,10/06/2017,2.479,2.389,2.661,2.366,2.276,2.554,2.633,2.535,2.823,2.865,2.8,2.984,2.524
1.7057,13504666,17/06/2017,2.433,2.339,2.623,2.318,2.224,2.514,2.593,2.492,2.789,2.825,2.756,2.952,2.489
1.7057,13504666,17/06/2017,2.433,2.339,2.623,2.318,2.224,2.514,2.593,2.492,2.789,2.825,2.756,2.952,2.489
1.7053,13725309,17/06/2017,2.433,2.339,2.623,2.318,2.224,2.514,2.593,2.492,2.789,2.825,2.756,2.952,2.489
1.7057,13504666,17/06/2017,2.433,2.339,2.623,2.318,2.224,2.514,2.593,2.492,2.789,2.825,2.756,2.952,2.489
1.7057,13504666,17/06/2017,2.433,2.339,2.623,2.318,2.224,2.514,2.593,2.492,2.789,2.825,2.756,2.952,2.489
1.6933,12070936,24/06/2017,2.404,2.316,2.583,2.288,2.201,2.473,2.565,2.468,2.753,2.799,2.735,2.916,2.465
1.6934,12029611,24/06/2017,2.404,2.316,2.583,2.288,2.201,2.473,2.565,2.468,2.753,2.799,2.735,2.916,2.465
1.6927,12070936,24/06/2017,2.404,2.316,2.583,2.288,2.201,2.473,2.565,2.468,2.753,2.799,2.735,2.916,2.465
1.6959,11777760,24/06/2017,2.404,2.316,2.583,2.288,2.201,2.473,2.565,2.468,2.753,2.799,2.735,2.916,2.465
1.6927,12070937,24/06/2017,2.404,2.316,2.583,2.288,2.201,2.473,2.565,2.468,2.753,2.799,2.735,2.916,2.465
1.6433,11445166,01/07/2017,2.376,2.278,2.574,2.26,2.163,2.464,2.536,2.43,2.742,2.77,2.696,2.907,2.472
1.645,11688046,01/07/2017,2.376,2.278,2.574,2.26,2.163,2.464,2.536,2.43,2.742,2.77,2.696,2.907,2.472
1.645,11688046,01/07/2017,2.376,2.278,2.574,2.26,2.163,2.464,2.536,2.43,2.742,2.77,2.696,2.907,2.472
1.6484,11491967,01/07/2017,2.376,2.278,2.574,2.26,2.163,2.464,2.536,2.43,2.742,2.77,2.696,2.907,2.472
1.6419,11605132,01/07/2017,2.376,2.278,2.574,2.26,2.163,2.464,2.536,2.43,2.742,2.77,2.696,2.907,2.472
1.611,12026304,08/07/2017,2.411,2.324,2.588,2.297,2.21,2.481,2.569,2.475,2.749,2.798,2.736,2.912,2.481
1.6113,12066404,08/07/2017,2.411,2.324,2.588,2.297,2.21,2.481,2.569,2.475,2.749,2.798,2.736,2.912,2.481
1.6113,12066404,08/07/2017,2.411,2.324,2.588,2.297,2.21,2.481,2.569,2.475,2.749,2.798,2.736,2.912,2.481
1.611,12026304,08/07/2017,2.411,2.324,2.588,2.297,2.21,2.481,2.569,2.475,2.749,2.798,2.736,2.912,2.481
1.6134,11723891,08/07/2017,2.411,2.324,2.588,2.297,2.21,2.481,2.569,2.475,2.749,2.798,2.736,2.912,2.481
1.5866,14121953,15/07/2017,2.392,2.303,2.574,2.278,2.188,2.466,2.551,2.455,2.736,2.781,2.719,2.898,2.491
1.5866,14121953,15/07/2017,2.392,2.303,2.574,2.278,2.188,2.466,2.551,2.455,2.736,2.781,2.719,2.898,2.491
1.5893,12988131,15/07/2017,2.392,2.303,2.574,2.278,2.188,2.466,2.551,2.455,2.736,2.781,2.719,2.898,2.491
1.5866,14121953,15/07/2017,2.392,2.303,2.574,2.278,2.188,2.466,2.551,2.455,2.736,2.781,2.719,2.898,2.491
1.5895,13165755,15/07/2017,2.392,2.303,2.574,2.278,2.188,2.466,2.551,2.455,2.736,2.781,2.719,2.898,2.491
1.5907,11217751,22/07/2017,2.426,2.34,2.601,2.312,2.224,2.495,2.582,2.492,2.757,2.816,2.76,2.92,2.507
1.5907,11217751,22/07/2017,2.426,2.34,2.601,2.312,2.224,2.495,2.582,2.492,2.757,2.816,2.76,2.92,2.507
1.5907,11217751,22/07/2017,2.426,2.34,2.601,2.312,2.224,2.495,2.582,2.492,2.757,2.816,2.76,2.92,2.507
1.5881,10930590,22/07/2017,2.426,2.34,2.601,2.312,2.224,2.495,2.582,2.492,2.757,2.816,2.76,2.92,2.507
1.5907,11217751,22/07/2017,2.426,2.34,2.601,2.312,2.224,2.495,2.582,2.492,2.757,2.816,2.76,2.92,2.507
1.6226,11933852,29/07/2017,2.467,2.386,2.631,2.352,2.269,2.526,2.623,2.538,2.787,2.86,2.81,2.952,2.531
1.6208,11725036,29/07/2017,2.467,2.386,2.631,2.352,2.269,2.526,2.623,2.538,2.787,2.86,2.81,2.952,2.531
1.6226,11933852,29/07/2017,2.467,2.386,2.631,2.352,2.269,2.526,2.623,2.538,2.787,2.86,2.81,2.952,2.531
1.6226,11933852,29/07/2017,2.467,2.386,2.631,2.352,2.269,2.526,2.623,2.538,2.787,2.86,2.81,2.952,2.531
1.6822,11874522,05/08/2017,2.492,2.405,2.668,2.378,2.29,2.564,2.644,2.553,2.821,2.882,2.825,2.987,2.581
1.6822,11874522,05/08/2017,2.492,2.405,2.668,2.378,2.29,2.564,2.644,2.553,2.821,2.882,2.825,2.987,2.581
1.6813,11698761,05/08/2017,2.492,2.405,2.668,2.378,2.29,2.564,2.644,2.553,2.821,2.882,2.825,2.987,2.581
1.7376,11228718,12/08/2017,2.497,2.416,2.664,2.384,2.301,2.558,2.653,2.565,2.823,2.886,2.834,2.983,2.598
1.7375,10981870,12/08/2017,2.497,2.416,2.664,2.384,2.301,2.558,2.653,2.565,2.823,2.886,2.834,2.983,2.598
1.7429,12414048,19/08/2017,2.474,2.389,2.649,2.36,2.273,2.543,2.631,2.539,2.811,2.865,2.81,2.968,2.596
1.9153,13364797,03/12/2017,2.617,2.528,2.797,2.5,2.41,2.689,2.778,2.683,2.962,3.014,2.957,3.122,2.922
1.8857,14322682,10/12/2017,2.601,2.519,2.769,2.485,2.401,2.661,2.763,2.675,2.933,3.0,2.949,3.095,2.91
1.8857,14322682,10/12/2017,2.601,2.519,2.769,2.485,2.401,2.661,2.763,2.675,2.933,3.0,2.949,3.095,2.91
1.8334,13613470,17/12/2017,2.568,2.478,2.75,2.45,2.358,2.642,2.731,2.636,2.914,2.969,2.912,3.076,2.901
1.8334,13613470,17/12/2017,2.568,2.478,2.75,2.45,2.358,2.642,2.731,2.636,2.914,2.969,2.912,3.076,2.901
1.8334,13613470,17/12/2017,2.568,2.478,2.75,2.45,2.358,2.642,2.731,2.636,2.914,2.969,2.912,3.076,2.901
1.7884,15628402,24/12/2017,2.589,2.502,2.765,2.472,2.384,2.658,2.749,2.655,2.931,2.985,2.929,3.09,2.903
1.7884,15628402,24/12/2017,2.589,2.502,2.765,2.472,2.384,2.658,2.749,2.655,2.931,2.985,2.929,3.09,2.903
1.7884,15628402,24/12/2017,2.589,2.502,2.765,2.472,2.384,2.658,2.749,2.655,2.931,2.985,2.929,3.09,2.903
1.7884,15628402,24/12/2017,2.589,2.502,2.765,2.472,2.384,2.658,2.749,2.655,2.931,2.985,2.929,3.09,2.903
1.769,12825900,31/12/2017,2.589,2.502,2.765,2.472,2.384,2.658,2.749,2.655,2.931,2.985,2.929,3.09,2.903
1.769,12825900,31/12/2017,2.589,2.502,2.765,2.472,2.384,2.658,2.749,2.655,2.931,2.985,2.929,3.09,2.903
1.769,12821215,31/12/2017,2.589,2.502,2.765,2.472,2.384,2.658,2.749,2.655,2.931,2.985,2.929,3.09,2.903
1.769,12825900,31/12/2017,2.589,2.502,2.765,2.472,2.384,2.658,2.749,2.655,2.931,2.985,2.929,3.09,2.903
1.7696,12589933,31/12/2017,2.589,2.502,2.765,2.472,2.384,2.658,2.749,2.655,2.931,2.985,2.929,3.09,2.903
